kode_unit,judul_unit,deskripsi_unit_clean,deskripsi_unit_clean_nlp,deskripsi_unit_enriched,deskripsi_unit_enriched_nlp,level_kkni,doc_sector,doc_title
K.64PPL00.016.1,Menyusun Kerangka dan Kebijakan Manajemen Risiko Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI),Menyusun Kerangka dan Kebijakan Manajemen Risiko Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI). Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),menyusun kerangka dan kebijakan manajemen risiko layanan pendanaan bersama berbasis teknologi informasi (lpbbti). layanan pendanaan bersama berbasis teknologi informasi (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),menyusun kerangka dan kebijakan manajemen risiko layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),menyusun kerangka dan kebijakan manajemen risiko layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),,Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),SKKNI Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending)
K.64PPL00.017.1,Mengelola Risiko Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI),Mengelola Risiko Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI). Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),mengelola risiko layanan pendanaan bersama berbasis teknologi informasi (lpbbti). layanan pendanaan bersama berbasis teknologi informasi (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),manage risiko layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),manage risiko layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),,Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),SKKNI Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending)
K.64PPL00.018.1,Mengevaluasi Penerapan Manajemen Risiko Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI),Mengevaluasi Penerapan Manajemen Risiko Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI). Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),mengevaluasi penerapan manajemen risiko layanan pendanaan bersama berbasis teknologi informasi (lpbbti). layanan pendanaan bersama berbasis teknologi informasi (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),evaluate penerapan manajemen risiko layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),evaluate penerapan manajemen risiko layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),,Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),SKKNI Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending)
K.64PPL00.019.1,Merumuskan Kebijakan Tata Kelola Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI),Merumuskan Kebijakan Tata Kelola Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI). Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),merumuskan kebijakan tata kelola layanan pendanaan bersama berbasis teknologi informasi (lpbbti). layanan pendanaan bersama berbasis teknologi informasi (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),formulate kebijakan governance layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),formulate kebijakan governance layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),,Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),SKKNI Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending)
K.64PPL00.020.1,Mengelola Penerapan Tata Kelola Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI),Mengelola Penerapan Tata Kelola Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI). Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),mengelola penerapan tata kelola layanan pendanaan bersama berbasis teknologi informasi (lpbbti). layanan pendanaan bersama berbasis teknologi informasi (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),manage penerapan governance layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),manage penerapan governance layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),,Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),SKKNI Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending)
K.64PPL00.021.1,Mengevaluasi Penerapan Kebijakan Tata Kelola Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI),Mengevaluasi Penerapan Kebijakan Tata Kelola Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI). Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),mengevaluasi penerapan kebijakan tata kelola layanan pendanaan bersama berbasis teknologi informasi (lpbbti). layanan pendanaan bersama berbasis teknologi informasi (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),evaluate penerapan kebijakan governance layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),evaluate penerapan kebijakan governance layanan pendanaan bersama berbasis information technology (lpbbti). layanan pendanaan bersama berbasis information technology (lpbbti) atau financial technology peer to peer lending (fintech p2p lending),,Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending),SKKNI Layanan Pendanaan Bersama Berbasis Teknologi Informasi (LPBBTI) atau Financial Technology Peer To Peer Lending (Fintech P2P Lending)
M.71LAB00.016.1,Menggunakan Perangkat Lunak Aplikasi Laboratorium,Menggunakan Perangkat Lunak Aplikasi Laboratorium. Jasa Pengujian Laboratorium,menggunakan perangkat lunak aplikasi laboratorium. jasa pengujian laboratorium,menggunakan software aplikasi laboratorium. jasa pengujian laboratorium,menggunakan software aplikasi laboratorium. jasa pengujian laboratorium,,Jasa Pengujian Laboratorium,SKKNI Jasa Pengujian Laboratorium
J.62FDG00.001.1,Mempersiapkan Penanganan Pertama Bukti Elektronik,Mempersiapkan Penanganan Pertama Bukti Elektronik. Keahlian Digital Forensik,mempersiapkan penanganan pertama bukti elektronik. keahlian digital forensik,mempersiapkan penanganan pertama bukti elektronik. keahlian digital forensik,mempersiapkan penanganan pertama bukti elektronik. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.002.1,Mencari Bukti Elektronik Fisik Mandiri (Standalone Devices),Mencari Bukti Elektronik Fisik Mandiri (Standalone Devices). Keahlian Digital Forensik,mencari bukti elektronik fisik mandiri (standalone devices). keahlian digital forensik,mencari bukti elektronik fisik mandiri (standalone devices). keahlian digital forensik,mencari bukti elektronik fisik mandiri (standalone devices). keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.003.1,Mencari Bukti Elektronik Fisik yang Terkoneksi ke Jaringan (Networked Devices),Mencari Bukti Elektronik Fisik yang Terkoneksi ke Jaringan (Networked Devices). Keahlian Digital Forensik,mencari bukti elektronik fisik yang terkoneksi ke jaringan (networked devices). keahlian digital forensik,mencari bukti elektronik fisik yang terkoneksi ke network (networked devices). keahlian digital forensik,mencari bukti elektronik fisik yang terkoneksi ke network (networked devices). keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.005.1,Memilih Opsi Untuk Koleksi atau Akuisisi,Memilih Opsi Untuk Koleksi atau Akuisisi. Keahlian Digital Forensik,memilih opsi untuk koleksi atau akuisisi. keahlian digital forensik,memilih opsi untuk koleksi atau akuisisi. keahlian digital forensik,memilih opsi untuk koleksi atau akuisisi. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.006.1,Mengumpulkan Bukti Elektronik dalam Kondisi Masih Hidup/On,Mengumpulkan Bukti Elektronik dalam Kondisi Masih Hidup/On. Keahlian Digital Forensik,mengumpulkan bukti elektronik dalam kondisi masih hidup/on. keahlian digital forensik,mengumpulkan bukti elektronik dalam kondisi masih hidup/on. keahlian digital forensik,mengumpulkan bukti elektronik dalam kondisi masih hidup/on. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.007.1,Mengumpulkan Bukti Elektronik dalam Kondisi Sudah Mati/Off,Mengumpulkan Bukti Elektronik dalam Kondisi Sudah Mati/Off. Keahlian Digital Forensik,mengumpulkan bukti elektronik dalam kondisi sudah mati/off. keahlian digital forensik,mengumpulkan bukti elektronik dalam kondisi sudah mati/off. keahlian digital forensik,mengumpulkan bukti elektronik dalam kondisi sudah mati/off. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.008.1,Mengumpulkan Bukti Elektronik yang Terkoneksi ke Jaringan (Networked Devices),Mengumpulkan Bukti Elektronik yang Terkoneksi ke Jaringan (Networked Devices). Keahlian Digital Forensik,mengumpulkan bukti elektronik yang terkoneksi ke jaringan (networked devices). keahlian digital forensik,mengumpulkan bukti elektronik yang terkoneksi ke network (networked devices). keahlian digital forensik,mengumpulkan bukti elektronik yang terkoneksi ke network (networked devices). keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.009.1,Mengumpulkan Bukti Elektronik dari Sistem Closed Circuit Television (CCTV),Mengumpulkan Bukti Elektronik dari Sistem Closed Circuit Television (CCTV). Keahlian Digital Forensik,mengumpulkan bukti elektronik dari sistem closed circuit television (cctv). keahlian digital forensik,mengumpulkan bukti elektronik dari sistem closed circuit television (cctv). keahlian digital forensik,mengumpulkan bukti elektronik dari sistem closed circuit television (cctv). keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.010.1,Menyalin Data Elektronik dari Bukti Elektronik Dalam Kondisi Masih Hidup/On,Menyalin Data Elektronik dari Bukti Elektronik Dalam Kondisi Masih Hidup/On. Keahlian Digital Forensik,menyalin data elektronik dari bukti elektronik dalam kondisi masih hidup/on. keahlian digital forensik,menyalin data elektronik dari bukti elektronik dalam kondisi masih hidup/on. keahlian digital forensik,menyalin data elektronik dari bukti elektronik dalam kondisi masih hidup/on. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.011.1,Menyalin Data Elektronik dari Bukti Elektronik Dalam Kondisi Sudah Mati/Off,Menyalin Data Elektronik dari Bukti Elektronik Dalam Kondisi Sudah Mati/Off. Keahlian Digital Forensik,menyalin data elektronik dari bukti elektronik dalam kondisi sudah mati/off. keahlian digital forensik,menyalin data elektronik dari bukti elektronik dalam kondisi sudah mati/off. keahlian digital forensik,menyalin data elektronik dari bukti elektronik dalam kondisi sudah mati/off. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.012.1,Menyalin Data Elektronik dari Bukti Elektronik yang Terkoneksi ke Jaringan (Networked Devices),Menyalin Data Elektronik dari Bukti Elektronik yang Terkoneksi ke Jaringan (Networked Devices). Keahlian Digital Forensik,menyalin data elektronik dari bukti elektronik yang terkoneksi ke jaringan (networked devices). keahlian digital forensik,menyalin data elektronik dari bukti elektronik yang terkoneksi ke network (networked devices). keahlian digital forensik,menyalin data elektronik dari bukti elektronik yang terkoneksi ke network (networked devices). keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.013.1,Menyalin Data Elektronik dari Sistem Closed Circuit Television (CCTV),Menyalin Data Elektronik dari Sistem Closed Circuit Television (CCTV). Keahlian Digital Forensik,menyalin data elektronik dari sistem closed circuit television (cctv). keahlian digital forensik,menyalin data elektronik dari sistem closed circuit television (cctv). keahlian digital forensik,menyalin data elektronik dari sistem closed circuit television (cctv). keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.014.1,Menyalin Data Elektronik dengan Kondisi Khusus,Menyalin Data Elektronik dengan Kondisi Khusus. Keahlian Digital Forensik,menyalin data elektronik dengan kondisi khusus. keahlian digital forensik,menyalin data elektronik dengan kondisi khusus. keahlian digital forensik,menyalin data elektronik dengan kondisi khusus. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.015.1,Memberi Dukungan Teknis Lanjutan,Memberi Dukungan Teknis Lanjutan. Keahlian Digital Forensik,memberi dukungan teknis lanjutan. keahlian digital forensik,memberi dukungan teknis lanjutan. keahlian digital forensik,memberi dukungan teknis lanjutan. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
J.62FDG00.016.1,Menyegel Data Elektronik yang telah Diakuisisi dengan Menggunakan Fungsi Verifikasi,Menyegel Data Elektronik yang telah Diakuisisi dengan Menggunakan Fungsi Verifikasi. Keahlian Digital Forensik,menyegel data elektronik yang telah diakuisisi dengan menggunakan fungsi verifikasi. keahlian digital forensik,menyegel data elektronik yang telah diakuisisi dengan menggunakan fungsi verifikasi. keahlian digital forensik,menyegel data elektronik yang telah diakuisisi dengan menggunakan fungsi verifikasi. keahlian digital forensik,,Keahlian Digital Forensik,SKKNI Keahlian Digital Forensik
